accident_number,date,time,year,street1,street2,road_class,district,latitude,longitude,x,y,accident_location,traffctl,visibility,light,road_surface_condition,hood_158,neighbourhood_new,hood_140,neighbourhood_old,accident_class,pedestrian,cyclist,automobile,motorcycle,truck,trsn_city_veh,emerg_veh,passenger,speeding,aggressive_driving,redlight,alcohol,disability,impact_type,involvement_type,initial_direction,vehicle_type,manoeuver,driver_action,driver_condition,pedestrian_action,pedestrian_condition,cyclist_type,cyclist_action,cyclist_condition,injury,involvement_age,injury_severity_score
1182360.0,2010-06-22 08:00:00,1748,2010,ST CLAIR Ave W,ST CLARENS Ave,Major Arterial,Toronto and East York,43.676645,-79.44899,625025.2164,4837127.3628,Unknown,No Control,Clear,Daylight,Dry,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),Non-Fatal Injury,0,1,0,0,0,1,0,0,0,0,0,0,0,Cyclist Collisions,"['Vehicle Owner', 'Driver', 'Cyclist']",South,"['Other', 'Municipal Transit Bus (TTC)', 'Bicycle']",['Going Ahead'],['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],['Cyclist rode off sidewalk into road at midblock.'],['Failed to Yield Right of Way'],['Inattentive'],False,"['unknown', '30 to 34', '45 to 49']",3.0
1182422.0,2010-06-26 08:00:00,2201,2010,OVERLEA BLVD,THORNCLIFFE PARK DR,Major Arterial,North York,43.707145,-79.34509,633332.9631,4840676.672,Unknown,No Control,Rain,Dark,Wet,55,Thorncliffe Park,55,Thorncliffe Park (55),Non-Fatal Injury,1,0,0,0,0,1,0,0,0,0,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Pedestrian']",East,"['Other', 'Municipal Transit Bus (TTC)']",['Slowing or Stopping'],['Driving Properly'],['Normal'],['Running onto Roadway'],['Had Been Drinking'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '30 to 34', '50 to 54']",3.0
1182499.0,2010-06-28 08:00:00,2140,2010,LANSDOWNE Ave,PATON Rd,Minor Arterial,Toronto and East York,43.660645,-79.44359,625493.8476,4835358.504,At Intersection,Traffic Signal,Clear,Dark,Dry,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),Non-Fatal Injury,0,0,0,1,0,0,0,0,0,0,0,0,0,SMV Unattended Vehicle,"['Other', 'Motorcycle Driver']",South,"['Other', 'Motorcycle']","['Parked', 'Going Ahead']",['Lost control'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '25 to 29']",3.0
1182503.0,2010-06-27 08:00:00,2050,2010,BATHURST ST,WILD GINGERWAY Aven,Major Arterial,North York,43.764945,-79.44079,625501.717,4846946.7273,Unknown,No Control,Rain,Dark,Wet,37,Willowdale West,37,Willowdale West (37),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,1,0,1,0,Approaching,"['Vehicle Owner', 'Driver', 'Passenger']",North,"['Other', 'Automobile, Station Wagon']",['Going Ahead'],"['Driving Properly', 'Lost control']","['Normal', 'Ability Impaired, Alcohol']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '60 to 64', '15 to 19', '45 to 49', '20 to 24']",3.0
1182546.0,2010-06-29 08:00:00,830,2010,EGLINTON AVE W,SATELLITE DR,Major Arterial,Etobicoke York,43.651545,-79.60309,612650.2247,4834118.9533,At Intersection,Traffic Signal,Clear,Daylight,Dry,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",South,"['Automobile, Station Wagon', 'Other']",['Turning Left'],['Failed to Yield Right of Way'],['Normal'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['30 to 34', '20 to 24']",3.0
1182676.0,2010-06-26 08:00:00,1254,2010,SHAW St,HARBORD St,Minor Arterial,Toronto and East York,43.659045,-79.42189,627246.9226,4835213.8536,At Intersection,Traffic Signal,Rain,Daylight,Wet,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Pedestrian', 'Driver']",South,"['Other', 'Automobile, Station Wagon']",['Turning Left'],['Failed to Yield Right of Way'],['Normal'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['80 to 84', '70 to 74']",3.0
1182961.0,2010-07-02 08:00:00,2128,2010,SEDGEMOUNT Dr,ROCHMAN Blvd,Local,Scarborough,43.760545,-79.23319,642222.1703,4846793.6149,Unknown,No Control,Clear,Dark,Dry,142,Woburn North,137,Woburn (137),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,1,0,0,0,SMV Unattended Vehicle,"['Other', 'Driver']",South,"['Other', 'Automobile, Station Wagon']","['Parked', 'Going Ahead']",['Improper Passing'],['Fatigue'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '55 to 59']",3.0
1183116.0,2010-08-15 08:00:00,1810,2010,SPADINA AVE,BLOOR ST W,Major Arterial,Toronto and East York,43.665945,-79.40339,628723.8912,4836008.7286,Unknown,No Control,Clear,Daylight,Dry,79,University,79,University (79),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Had Been Drinking'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '45 to 49']",3.0
1183260.0,2010-08-16 08:00:00,1015,2010,519 DUNDAS ST W,Not Applicable,Major Arterial,Toronto and East York,43.652745,-79.39889,629114.9898,4834549.6861,At Intersection,No Control,Clear,Daylight,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']","['Going Ahead', 'Stopped']","['Failed to Yield Right of Way', 'Driving Properly']","['Inattentive', 'Normal']",['On Sidewalk or Shoulder'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['75 to 79', '65 to 69', '30 to 34']",3.0
1183429.0,2010-07-09 08:00:00,1920,2010,PORT UNION RD,KINGSTON RD,Major Arterial,Scarborough,43.798911,-79.14622,649127.6277,4851207.8159,At Intersection,Traffic Signal,Clear,Daylight,Dry,133,Centennial Scarborough,133,Centennial Scarborough (133),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,1,0,0,0,Turning Movement,"['Driver', 'Passenger']",North,"['Automobile, Station Wagon', 'Other']","['Turning Left', 'Going Ahead']","['Failed to Yield Right of Way', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['15 to 19', '5 to 9', '40 to 44']",3.0
1183452.0,2010-07-05 08:00:00,602,2010,JANE St,BEXLEY Cres,Major Arterial,Etobicoke York,43.680545,-79.49759,621099.7437,4837488.4026,Unknown,No Control,Clear,Daylight,Dry,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,0,0,0,0,Approaching,"['Driver', 'Vehicle Owner']",South,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],"['Driving Properly', 'Other']","['Normal', 'Fatigue']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', '35 to 39', 'unknown', '20 to 24']",3.0
1183570.0,2010-07-05 08:00:00,1019,2010,COSBURN Ave,WOODBINE Ave,Major Arterial,Toronto and East York,43.696445,-79.31739,635588.8434,4839533.2115,At Intersection,Traffic Signal,Clear,Daylight,Dry,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",East,"['Automobile, Station Wagon', 'Bicycle']","['Going Ahead', 'Turning Left']",['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],['Cyclist turned left across motorists path.'],['Improper Turn'],['Inattentive'],False,['45 to 49'],3.0
1183681.0,2010-07-06 08:00:00,1420,2010,DUNDAS St E,CHURCH St,Major Arterial,Toronto and East York,43.656445,-79.37709,630864.9434,4834994.7711,At Intersection,Traffic Signal,Clear,Daylight,Dry,168,Downtown Yonge East,75,Church-Yonge Corridor (75),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",East,"['Automobile, Station Wagon', 'Bicycle']","['Turning Right', 'Going Ahead']",['Improper Turn'],['Normal'],['Not Applicable'],['Not Applicable'],['Motorist turning right on green or amber at signalized intersection strikes cyclist.'],['Driving Properly'],['Normal'],False,['50 to 54'],3.0
1183691.0,2010-07-06 08:00:00,1130,2010,KENNEDY Rd,PROGRESS Ave,Major Arterial,Scarborough,43.769445,-79.28229,638249.2383,4847698.9453,At Intersection,Traffic Signal,Clear,Daylight,Dry,126,Dorset Park,126,Dorset Park (126),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']",['Turning Left'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['30 to 34', '45 to 49']",3.0
1183977.0,2010-07-09 08:00:00,1545,2010,KINGSTON Road,GLEN MANOR Driv,Major Arterial,Toronto and East York,43.679745,-79.29449,637472.3499,4837716.1465,At Intersection,Stop Sign,Clear,Daylight,Dry,62,East End-Danforth,62,East End-Danforth (62),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,0,0,0,0,Turning Movement,"['Passenger', 'Driver']",East,"['Other', 'Automobile, Station Wagon']","['Going Ahead', 'Turning Left']","['Driving Properly', 'Improper Turn']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', '30 to 34', '25 to 29']",3.0
1183999.0,2010-08-18 08:00:00,1752,2010,2301 BRIMLEY RD,Not Applicable,Major Arterial,Scarborough,43.796945,-79.27269,638958.1676,4850769.3276,Unknown,No Control,Clear,Daylight,Dry,129,Agincourt North,129,Agincourt North (129),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",West,"['Automobile, Station Wagon', 'Other']",['Turning Left'],['Failed to Yield Right of Way'],['Inattentive'],"['Crossing, no Traffic Control']",['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['70 to 74'],3.0
1184000.0,2010-07-09 08:00:00,627,2010,ALBION Rd,WESTON Rd,Major Arterial,Etobicoke York,43.718645,-79.54119,617510.9457,4841657.1913,Unknown,No Control,Rain,Daylight,Wet,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),Non-Fatal Injury,0,0,1,0,0,0,0,0,1,1,0,1,0,Approaching,"['Vehicle Owner', 'Driver']",East,"['Other', 'Automobile, Station Wagon']",['Going Ahead'],"['Driving Properly', 'Exceeding Speed Limit']","['Normal', 'Ability Impaired, Alcohol Over .08']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '50 to 54', '25 to 29']",3.0
1184036.0,2010-07-11 08:00:00,1936,2010,MEADOWVALE Rd,SHEPPARD Ave E,Major Arterial,Scarborough,43.808345,-79.17079,647127.9019,4852211.6322,At Intersection,Traffic Signal,Clear,Daylight,Dry,143,West Rouge,131,Rouge (131),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon', 'Other']",['Turning Left'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['50 to 54', '60 to 64']",3.0
1184066.0,2010-07-10 08:00:00,1910,2010,DUFFERIN St,EVERSFIELD Rd,Major Arterial,Toronto and East York,43.686845,-79.44669,625189.4021,4838263.6801,Unknown,No Control,Clear,Daylight,Dry,109,Caledonia-Fairbank,109,Caledonia-Fairbank (109),Non-Fatal Injury,1,0,0,0,0,1,0,0,0,0,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Pedestrian']",North,"['Other', 'Municipal Transit Bus (TTC)']",['Going Ahead'],['Driving Properly'],['Normal'],['Other'],['Had Been Drinking'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '40 to 44', '55 to 59']",3.0
1184071.0,2010-07-10 08:00:00,341,2010,BURNHAMTHORPE RD,BURNHAMTHORPE CRES,Major Arterial,Etobicoke York,43.649445,-79.53119,618452.5886,4833985.8338,Unknown,No Control,Clear,Dark,Dry,158,Islington,14,Islington-City Centre West (14),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,0,0,1,0,SMV Other,"['Passenger', 'Driver', 'Vehicle Owner']",South,"['Other', 'Automobile, Station Wagon']",['Going Ahead'],['Lost control'],"['Ability Impaired, Alcohol Over .08']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', '25 to 29', 'unknown']",3.0
1184084.0,2010-08-19 08:00:00,1715,2010,ROXTON RD,DEWSON ST,Local,Toronto and East York,43.657845,-79.42269,627184.9496,4835079.3512,Unknown,No Control,Clear,Daylight,Dry,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon', 'Other']",['Reversing'],['Other'],['Unknown'],['Coming From Behind Parked Vehicle'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '85 to 89']",3.0
1184122.0,2020-06-27 08:00:00,1502,2020,DANFORTH RD,TRUDELLE ST,Major Arterial,Scarborough,43.739848,-79.245494,641280.4203,4844473.84,At Intersection,Traffic Signal,Clear,Daylight,Dry,138,Eglinton East,138,Eglinton East (138),Non-Fatal Injury,0,0,1,1,0,0,0,0,0,1,1,0,0,Turning Movement,"['Motorcycle Driver', 'Driver']",North,"['Motorcycle', 'Automobile, Station Wagon']","['Going Ahead', 'Turning Left']","['Disobeyed Traffic Control', 'Driving Properly']","['Unknown', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['35 to 39', '50 to 54']",3.0
1184180.0,2010-07-09 08:00:00,2115,2010,CARLAW Ave,COLGATE Ave,Minor Arterial,Toronto and East York,43.662745,-79.340793,633777.8276,4835752.3577,Unknown,No Control,Clear,Dark,Dry,70,South Riverdale,70,South Riverdale (70),Non-Fatal Injury,0,1,1,0,0,0,0,1,0,0,0,0,0,Sideswipe,"['Passenger', 'Driver', 'Vehicle Owner', 'Moped Driver']",North,"['Automobile, Station Wagon', 'Moped']",['Parked'],['Other'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', 'unknown', '15 to 19']",3.0
1184354.0,2010-07-12 08:00:00,1800,2010,93 BRIMWOOD Boul,Not Applicable,Collector,Scarborough,43.812945,-79.27509,638728.0475,4852542.359,Unknown,No Control,Clear,Daylight,Dry,129,Agincourt North,129,Agincourt North (129),Non-Fatal Injury,0,0,1,0,0,0,0,1,0,0,0,0,0,Other,"['Passenger', 'Vehicle Owner', 'Driver']",West,"['Other', 'Automobile, Station Wagon']",['Reversing'],['Other'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['55 to 59', 'unknown', '15 to 19']",3.0
1184369.0,2010-07-12 08:00:00,105,2010,ELLESMERE Road,MCCOWAN Road,Major Arterial,Scarborough,43.772045,-79.25149,640722.095,4848039.6029,At Intersection,Traffic Signal,Clear,Dark,Dry,156,Bendale-Glen Andrew,127,Bendale (127),Non-Fatal Injury,0,0,1,0,0,0,0,0,1,1,0,0,0,SMV Other,"['Driver', 'Other Property Owner']",East,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Exceeding Speed Limit'],['Had Been Drinking'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', 'unknown']",3.0
1184434.0,2010-08-20 08:00:00,2215,2010,LAKE SHORE BLVD E,JOSEPH DUGGAN  RD,Major Arterial,Toronto and East York,43.664344,-79.306186,636564.5126,4835986.334,Unknown,Traffic Signal,Clear,Dark,Dry,70,South Riverdale,70,South Riverdale (70),Fatal,1,0,0,0,0,1,0,0,0,0,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Pedestrian']",East,"['Other', 'Municipal Transit Bus (TTC)']",['Going Ahead'],['Driving Properly'],['Normal'],['Crossing without right of way'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['unknown', '35 to 39', '15 to 19']",4.0
1184541.0,2010-08-21 08:00:00,1343,2010,230 ROSETHORN AVE,Not Applicable,Local,Etobicoke York,43.683045,-79.46459,623754.5477,4837814.773,Unknown,No Control,Rain,Daylight,Wet,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Vehicle Owner', 'Driver', 'Pedestrian']",South,"['Other', 'Automobile, Station Wagon']",['Reversing'],['Other'],['Inattentive'],['On Sidewalk or Shoulder'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '30 to 34', '75 to 79']",3.0
1184650.0,2010-07-13 08:00:00,1835,2010,EGLINTON Ave E,LAIRD Dr,Major Arterial,North York,43.713545,-79.36479,631731.7328,4841355.9858,Unknown,Traffic Signal,Clear,Daylight,Dry,55,Thorncliffe Park,55,Thorncliffe Park (55),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,0,0,0,0,Rear End,"['Driver', 'Vehicle Owner']",East,"['Automobile, Station Wagon', 'Other']","['Stopped', 'Going Ahead']","['Driving Properly', 'Lost control']","['Normal', 'Inattentive']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['30 to 34', '35 to 39', 'unknown', '50 to 54', '20 to 24']",3.0
1184757.0,2010-02-03 10:00:00,800,2010,LAKE SHORE BLVD W,LOUISA ST,Major Arterial,Etobicoke York,43.618945,-79.48649,622119.2243,4830663.1987,At Intersection,Stop Sign,Clear,Daylight,Dry,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",Unknown,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Failed to Yield Right of Way'],['Unknown'],"['Crossing, no Traffic Control']",['Medical or Physical Disability'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '50 to 54']",3.0
1184792.0,2020-06-27 08:00:00,1643,2020,EGLINTON AVE W,SCARLETT RD,Major Arterial,Etobicoke York,43.68389,-79.511417,619978.56,4837839.8142,At Intersection,Traffic Signal,Clear,Daylight,Dry,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,1,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",East,"['Pick Up Truck', 'Bicycle']","['Turning Right', 'Going Ahead']",['Failed to Yield Right of Way'],['Normal'],['Not Applicable'],['Not Applicable'],['Motorist turning right on green or amber at signalized intersection strikes cyclist.'],['Driving Properly'],['Normal'],False,"['35 to 39', '10 to 14']",3.0
1185601.0,2010-08-21 08:00:00,1338,2010,GERRARD ST E,NASMITH AVE,Minor Arterial,Toronto and East York,43.662945,-79.36229,632044.1193,4835740.1315,Unknown,No Control,Rain,Daylight,Wet,72,Regent Park,72,Regent Park (72),Non-Fatal Injury,0,0,1,1,0,0,0,0,0,1,0,0,0,Rear End,"['Motorcycle Driver', 'Other', 'Driver']",East,"['Motorcycle', 'Other', 'Automobile, Station Wagon']","['Going Ahead', 'Parked']","['Driving Properly', 'Following too Close']","['Normal', 'Unknown']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['55 to 59', 'unknown']",3.0
1185727.0,2010-07-20 08:00:00,2141,2010,FLEET ST,FLEET LAKE SHORE BLVD RAMP ST,Major Arterial,Toronto and East York,43.636045,-79.40209,628892.6463,4832689.9606,Unknown,Traffic Signal,Clear,Dark,Dry,163,Fort York-Liberty Village,82,Niagara (82),Non-Fatal Injury,0,1,0,0,0,1,0,0,0,0,0,0,0,Cyclist Collisions,"['Vehicle Owner', 'Driver', 'Cyclist']",North,"['Other', 'Municipal Transit Bus (TTC)', 'Bicycle']",['Going Ahead'],['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],"['Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.']",['Disobeyed Traffic Control'],['Normal'],False,"['unknown', '50 to 54']",3.0
1185756.0,2010-07-22 08:00:00,1234,2010,KING ST W,UNIVERSITY AVE,Major Arterial,Toronto and East York,43.647643,-79.384792,630262.9066,4834005.0748,At Intersection,Traffic Signal,Clear,Daylight,Dry,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Vehicle Owner', 'Driver', 'Cyclist']",East,"['Automobile, Station Wagon', 'Bicycle']","['Stopped', 'Going Ahead']",['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],['Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.'],['Improper Passing'],['Inattentive'],False,"['unknown', '25 to 29', '15 to 19']",3.0
1185844.0,2010-08-27 08:00:00,128,2010,DUNDAS ST W,BURNHAMTHORPE RD,Major Arterial,Etobicoke York,43.648945,-79.52929,618606.8,4833933.0161,Unknown,No Control,Clear,Dark,Dry,158,Islington,14,Islington-City Centre West (14),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon', 'Other']",['Going Ahead'],['Other'],['Had Been Drinking'],"['Crossing, no Traffic Control']",['Had Been Drinking'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', '85 to 89']",3.0
1185970.0,2010-07-22 08:00:00,823,2010,OAKWOOD AVE,ROGERS RD,Minor Arterial,Toronto and East York,43.687145,-79.43869,625833.5428,4838309.1069,At Intersection,Traffic Signal,Clear,Daylight,Dry,107,Oakwood Village,107,Oakwood Village (107),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian', 'Vehicle Owner']",East,"['Automobile, Station Wagon', 'Other']",['Turning Left'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '20 to 24', 'unknown']",3.0
